House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
29,Albion Tunnel,Francis,Jackson,56,Head,Single,Male,Animal technologist,None,Christian
29,Albion Tunnel,Beth,Bailey,56,Partner,Single,Female,Curator,None,Christian
30,Albion Tunnel,Reece,Barlow,59,Head,Divorced,Male,Architectural technologist,None,None
31,Albion Tunnel,Toby,Hart,74,Head,Widowed,Male,"Retired Editor, commissioning",None,Christian
32,Albion Tunnel,Leanne,Hayes,32,Head,Married,Female,"Development worker, community",None,Methodist
32,Albion Tunnel,Gavin,Hayes,31,Husband,Married,Male,Intelligence analyst,None,Methodist
32,Albion Tunnel,Josephine,Hayes,7,Daughter,NA,Female,Student,None,NA
33,Albion Tunnel,Daniel,Turner,20,Head,Divorced,Male,University Student,None,None
34,Albion Tunnel,Helen,Norman,49,Head,Married,Female,Advertising art director,None,Catholic
34,Albion Tunnel,Sam,Norman,51,Husband,Married,Male,Oceanographer,None,Catholic
1,Bumblebee Gateway,Liam,Jones,46,Head,Married,Male,Unemployed,None,Catholic
1,Bumblebee Gateway,Bethany,Jones,47,Wife,Married,Female,Unemployed,None,None
1,Bumblebee Gateway,Dawn,Jones,14,Daughter,NA,Female,Student,None,NA
2,Bumblebee Gateway,Richard,Holland,45,Head,Single,Male,"Geologist, wellsite",None,None
3,Bumblebee Gateway,Kathryn,Warren,31,Head,Single,Female,Youth worker,None,Christian
3,Bumblebee Gateway,Francis,Wilkinson,55,None,Single,Male,Haematologist,None,Christian
4,Bumblebee Gateway,Kathryn,Hanson,68,Head,Married,Female,Retired Training and development officer,None,Christian
4,Bumblebee Gateway,Ronald,Hanson,74,Husband,Married,Male,Retired Learning mentor,None,Christian
5,Bumblebee Gateway,Joanna,Barber,39,Head,Married,Female,Building control surveyor,None,Christian
5,Bumblebee Gateway,Allan,Barber,35,Husband,Married,Male,Unemployed,None,Christian
6,Bumblebee Gateway,Dennis,Shaw,49,Head,Married,Male,Health service manager,None,None
6,Bumblebee Gateway,Pamela,Shaw,48,Wife,Married,Female,Bookseller,None,None
1,Turnbull Drive,Linda,Mason,35,Head,Divorced,Female,Scientific laboratory technician,None,None
1,Turnbull Drive,Jason,Mason,0,Son,NA,Male,Child,None,NA
2,Turnbull Drive,Frederick,Pearce,88,Head,Widowed,Male,Retired English as a foreign language teacher,None,Methodist
3,Turnbull Drive,Margaret,Webb-Cole,58,Head,Widowed,Female,Gaffer,None,None
3,Turnbull Drive,Norman,Sims,11,Grandson,NA,Male,Student,None,NA
4,Turnbull Drive,Margaret,Owen,29,Head,Single,Female,IT trainer,None,None
5,Turnbull Drive,Carolyn,James,56,Head,Single,Female,"Engineer, mining",None,Catholic
6,Turnbull Drive,Abigail,Kelly,103,Head,Single,Female,Unemployed,None,None
7,Turnbull Drive,Amber,Powell,40,Head,Single,Female,Health and safety adviser,None,Methodist
8,Turnbull Drive,Diane,Sanders,42,Head,Married,Female,Social researcher,None,Catholic
8,Turnbull Drive,Terry,Sanders,45,Husband,Married,Male,Chief Financial Officer,None,Catholic
8,Turnbull Drive,Hannah,Sanders,11,Daughter,NA,Female,Student,None,NA
9,Turnbull Drive,Tom,Walker,81,Head,Widowed,Male,"Retired Therapist, music",None,None
10,Turnbull Drive,Pauline,Wilson,56,Head,Single,Female,"Therapist, nutritional",None,Christian
11,Turnbull Drive,Jordan,Coleman,49,Head,Single,Male,Emergency planning/management officer,None,Catholic
12,Turnbull Drive,Owen,Chamberlain,59,Head,Single,Male,Unemployed,None,None
12,Turnbull Drive,Chloe,Ingram,54,Partner,Single,Female,Barrister,None,None
13,Turnbull Drive,Raymond,Ross,19,Head,Divorced,Male,University Student,None,Muslim
14,Turnbull Drive,Charlene,Fisher,34,Head,Married,Female,Unemployed,None,None
14,Turnbull Drive,Hugh,Fisher,39,Husband,Married,Male,Unemployed,None,None
14,Turnbull Drive,Holly,Ford,30,Lodger,Single,Female,"Scientist, forensic",None,Methodist
15,Turnbull Drive,Nicole,Wilson,61,Head,Single,Female,Unemployed,None,Christian
15,Turnbull Drive,Victor,Green,64,Partner,Single,Male,Mining engineer,None,Christian
16,Turnbull Drive,Lewis,Ward,35,Head,Single,Male,"Designer, interior/spatial",None,None
16,Turnbull Drive,Suzanne,Brown,52,None,Single,Female,Paramedic,None,Christian
16,Turnbull Drive,Karen,Davidson,51,None,Single,Female,Merchant navy officer,None,Christian
17,Turnbull Drive,Naomi,Cartwright,63,Head,Single,Female,Research scientist (maths),None,None
1,Turnbull Key,Tracy,Smith,32,Head,Married,Female,Horticultural therapist,None,Christian
1,Turnbull Key,Robin,Smith,31,Husband,Married,Male,"Designer, furniture",None,Christian
1,Turnbull Key,Albert,Rhodes,64,Lodger,Single,Male,Food technologist,None,None
1,Turnbull Key,Joshua,Martin,45,Lodger,Single,Male,Sports administrator,None,None
2,Turnbull Key,Sandra,Barrett,59,Head,Married,Female,Drilling engineer,None,Methodist
2,Turnbull Key,Christopher,Barrett,63,Husband,Married,Male,Publishing copy,None,Methodist
2,Turnbull Key,Joan,Barrett,26,Daughter,Single,Female,Paediatric nurse,None,None
2,Turnbull Key,Iain,Barrett,8,Son,NA,Male,Student,None,NA
3,Turnbull Key,Hayley,Peacock,38,Head,Divorced,Female,Unemployed,None,Christian
3,Turnbull Key,Terry,Peacock,8,Son,NA,Male,Student,None,NA
3,Turnbull Key,Keith,Peacock,6,Son,NA,Male,Student,None,NA
3,Turnbull Key,Kerry,Peacock,5,Daughter,NA,Female,Student,None,NA
3,Turnbull Key,Joseph,Peacock,2,Son,NA,Male,Child,None,NA
4,Turnbull Key,Georgina,Bennett,26,Head,Married,Female,Data scientist,None,Christian
4,Turnbull Key,Anthony,Bennett,28,Husband,Married,Male,"Civil engineer, consulting",None,Christian
4,Turnbull Key,Leah,Bennett,1,Daughter,NA,Female,Child,None,NA
5,Turnbull Key,Eleanor,Riley,51,Head,Single,Female,Unemployed,None,Christian
5,Turnbull Key,Marian,Riley,23,Daughter,Single,Female,Advice worker,None,Christian
5,Turnbull Key,Sophie,Riley,19,Daughter,Single,Female,University Student,None,Christian
6,Turnbull Key,Catherine,Goodwin,64,Head,Married,Female,Tourism officer,None,Christian
6,Turnbull Key,Joshua,Goodwin,65,Husband,Married,Male,Insurance account manager,None,None
6,Turnbull Key,Dennis,Goodwin,46,Son,Divorced,Male,Podiatrist,None,None
6,Turnbull Key,James,Goodwin,42,Son,Divorced,Male,"Optician, dispensing",None,None
6,Turnbull Key,Jake,Goodwin,37,Son,Single,Male,Database administrator,None,None
1,Young Vista,Maureen,Baldwin,39,Head,Married,Female,Dancer,None,Methodist
1,Young Vista,Lewis,Baldwin,38,Husband,Married,Male,Production engineer,None,None
1,Young Vista,Mitchell,Baldwin,18,Son,Widowed,Male,Student,None,Methodist
1,Young Vista,Maureen,Baldwin,16,Daughter,NA,Female,Student,None,NA
2,Young Vista,Judith,Sullivan,22,Head,Married,Female,Hydrologist,None,Methodist
2,Young Vista,Dennis,Sullivan,27,Husband,Married,Male,"Nurse, children's",None,Methodist
3,Young Vista,Alexander,Allen,86,Head,Married,Male,Retired International aid/development worker,None,None
3,Young Vista,Tracy,Allen,85,Wife,Married,Female,Retired Speech and language therapist,None,None
4,Young Vista,Jean,Clark,73,Head,Widowed,Female,"Retired Designer, television/film set",None,Catholic
5,Young Vista,Leanne,Ward,44,Head,Single,Female,Human resources officer,None,None
5,Young Vista,Sarah,Ward,11,Daughter,NA,Female,Student,None,NA
5,Young Vista,Sian,Ward,10,Daughter,NA,Female,Student,None,NA
5,Young Vista,Holly,Ward,5,Daughter,NA,Female,Student,None,NA
6,Young Vista,Wayne,Jackson,87,Head,Widowed,Male,"Retired Teacher, music",None,Muslim
7,Young Vista,Dennis,Hussain,19,Head,Single,Male,University Student,None,None
7,Young Vista,Patrick,Morrison,39,None,Single,Male,"Surveyor, land/geomatics",None,Christian
8,Young Vista,Marie,Griffiths,60,Head,Single,Female,Patent attorney,None,Christian
9,Young Vista,Jasmine,Taylor,53,Head,Married,Female,Academic librarian,None,Christian
9,Young Vista,Ross,Taylor,54,Husband,Married,Male,Financial planner,None,Christian
10,Young Vista,Natalie,Nelson,53,Head,Married,Female,English as a foreign language teacher,None,Muslim
10,Young Vista,Raymond,Nelson,55,Husband,Married,Male,Retail buyer,None,Muslim
10,Young Vista,Emily,Nelson,23,Daughter,Divorced,Female,Quarry manager,None,Muslim
10,Young Vista,Kerry,Nelson,20,Daughter,Single,Female,Colour technologist,None,Muslim
10,Young Vista,Dennis,Nelson,19,Son,Single,Male,University Student,None,Muslim
11,Young Vista,Rosemary,Hawkins,51,Head,Single,Female,Child psychotherapist,None,Catholic
11,Young Vista,Jodie,Hawkins,17,Daughter,NA,Female,Student,None,NA
1,Williams Glen,Dale,Collins,32,Head,Married,Male,Patent examiner,None,Christian
1,Williams Glen,Hollie,Collins,32,Wife,Married,Female,Film/video editor,None,Christian
2,Williams Glen,Beth,Parry,27,Head,Married,Female,Community arts worker,None,None
2,Williams Glen,Declan,Parry,27,Husband,Married,Male,Soil scientist,None,None
2,Williams Glen,Graham,Parry,5,Son,NA,Male,Student,None,NA
2,Williams Glen,Jordan,Parry,4,Son,NA,Male,Child,None,NA
2,Williams Glen,Duncan,Parry,0,Son,NA,Male,Child,None,NA
2,Williams Glen,Oliver,Cunningham,39,Lodger,Single,Male,Special effects artist,None,None
3,Williams Glen,Pauline,Richards,48,Head,Single,Female,Analytical chemist,None,None
4,Williams Glen,Katy,Williams,68,Head,Widowed,Female,Unemployed,None,None
4,Williams Glen,Charlie,Chamberlain,13,Grandson,NA,Male,Student,None,NA
5,Williams Glen,Jeffrey,Smith,54,Head,Single,Male,Aeronautical engineer,None,Methodist
5,Williams Glen,Zoe,Woods,57,None,Single,Female,Structural engineer,None,Sikh
5,Williams Glen,Lynda,Mills,21,None,Single,Female,"Research officer, political party",None,None
5,Williams Glen,Roy,Shepherd,54,None,Single,Male,Hospital doctor,None,Christian
6,Williams Glen,Anne,Richards,22,Head,Single,Female,University Student,None,Christian
6,Williams Glen,Aaron,Taylor,22,None,Single,Male,University Student,None,Methodist
6,Williams Glen,Kayleigh,Hawkins,21,None,Single,Female,University Student,None,None
6,Williams Glen,Gregory,Morris,18,None,Single,Male,University Student,None,Christian
7,Williams Glen,Craig,Ingram,26,Head,Single,Male,"Administrator, education",None,Christian
7,Williams Glen,Terence,Nash,33,None,Single,Male,Housing manager/officer,None,Methodist
8,Williams Glen,Katy,Bond,23,Head,Divorced,Female,Quarry manager,None,Catholic
9,Williams Glen,Lisa,O'Sullivan,66,Head,Married,Female,"Lecturer, further education",None,Christian
9,Williams Glen,Ricky,O'Sullivan,69,Husband,Married,Male,Retired Early years teacher,None,Christian
10,Williams Glen,Alexandra,Pearson,49,Head,Divorced,Female,Unemployed,None,None
10,Williams Glen,Jonathan,Pearson,28,Son,Single,Male,Arts administrator,None,None
11,Williams Glen,Hayley,Bull,70,Head,Married,Female,Retired Network engineer,None,Methodist
11,Williams Glen,Eric,Bull,74,Husband,Married,Male,Retired Retail buyer,None,None
11,Williams Glen,Keith,Bull,0,Grandson,NA,Male,Child,None,NA
12,Williams Glen,Kayleigh,Saunders,47,Head,Single,Female,Dance movement psychotherapist,None,Catholic
12,Williams Glen,Kathleen,Davies,44,None,Single,Female,Herpetologist,None,Methodist
13,Williams Glen,Patricia,Dickinson,37,Head,Single,Female,Unemployed,None,Catholic
13,Williams Glen,Linda,Dickinson,4,Daughter,NA,Female,Child,None,NA
13,Williams Glen,Roger,Lawrence,32,Lodger,Single,Male,"Designer, textile",None,Catholic
14,Williams Glen,Nicholas,Parsons,66,Head,Married,Male,Chartered management accountant,None,None
14,Williams Glen,Pauline,Parsons,62,Wife,Married,Female,Architect,None,None
15,Williams Glen,Brandon,Smith,77,Head,Divorced,Male,Retired Neurosurgeon,None,None
16,Williams Glen,Alison,Sharpe,37,Head,Single,Female,Agricultural engineer,None,None
16,Williams Glen,Carl,Allen,40,Partner,Single,Male,Museum/gallery curator,None,None
17,Williams Glen,Jeffrey,King,40,Head,Married,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,Catholic
17,Williams Glen,Hannah,King,37,Wife,Married,Female,Barrister's clerk,None,None
18,Williams Glen,Lucy,Baker,20,Head,Single,Female,University Student,None,None
18,Williams Glen,Jemma,Webb,21,None,Single,Female,University Student,None,Methodist
18,Williams Glen,Carl,Johnson,21,None,Single,Male,University Student,None,Methodist
18,Williams Glen,Brett,Graham,19,None,Single,Male,University Student,None,Christian
19,Williams Glen,Barbara,Pearce,42,Head,Single,Female,Farm manager,None,Muslim
19,Williams Glen,Matthew,Hall,45,Partner,Single,Male,"Investment banker, operational",None,Muslim
19,Williams Glen,Leigh,Pearce,15,Son,NA,Male,Student,None,NA
19,Williams Glen,Annette,Pearce,12,Daughter,NA,Female,Student,None,NA
20,Williams Glen,Hazel,Thompson,39,Head,Single,Female,Unemployed,None,None
20,Williams Glen,Alice,Allen-Thompson,6,Daughter,NA,Female,Student,None,NA
20,Williams Glen,Glen,Allen-Thompson,4,Son,NA,Male,Child,None,NA
21,Williams Glen,Samantha,Roberts,35,Head,Divorced,Female,Unemployed,None,Catholic
21,Williams Glen,Mark,Roberts,2,Son,NA,Male,Child,None,NA
22,Williams Glen,Shane,Wilkins,44,Head,Married,Male,Secretary/administrator,None,None
22,Williams Glen,Pamela,Wilkins,43,Wife,Married,Female,Teaching laboratory technician,None,Christian
23,Williams Glen,Derek,Taylor,72,Head,Divorced,Male,"Retired Education officer, community",None,None
24,Williams Glen,Leah,Robinson,29,Head,Married,Female,Financial planner,None,None
24,Williams Glen,Dale,Robinson,28,Husband,Married,Male,Unemployed,None,None
25,Williams Glen,Ashleigh,Chadwick,49,Head,Married,Female,Financial adviser,None,Catholic
25,Williams Glen,Jamie,Chadwick,51,Husband,Married,Male,Trade mark attorney,None,Catholic
26,Williams Glen,Catherine,North,70,Head,Married,Female,Retired Banker,None,Christian
26,Williams Glen,Bradley,North,75,Husband,Married,Male,Retired Learning mentor,None,None
27,Williams Glen,Hayley,Whitehead,49,Head,Married,Female,Public affairs consultant,None,Christian
27,Williams Glen,Lee,Whitehead,52,Husband,Married,Male,Recruitment consultant,None,Christian
27,Williams Glen,Paula,Sullivan-Whitehead,18,Daughter,Single,Female,Student,None,None
27,Williams Glen,Katherine,Sullivan-Whitehead,15,Daughter,NA,Female,Student,None,NA
27,Williams Glen,Jill,Sullivan-Whitehead,14,Daughter,NA,Female,Student,None,NA
28,Williams Glen,June,Davies,64,Head,Married,Female,Clinical molecular geneticist,None,Christian
28,Williams Glen,George,Davies,64,Husband,Married,Male,"Therapist, speech and language",None,Christian
28,Williams Glen,Carol,Davies,24,Daughter,Single,Female,Museum education officer,None,None
29,Williams Glen,Joanna,Richardson,27,Head,Married,Female,Unemployed,None,Catholic
29,Williams Glen,Bernard,Richardson,29,Husband,Married,Male,Unemployed,None,Catholic
29,Williams Glen,Kevin,Richardson,8,Son,NA,Male,Student,None,NA
29,Williams Glen,Francis,Richardson,7,Son,NA,Male,Student,None,NA
30,Williams Glen,Lucy,Atkinson,30,Head,Single,Female,"Therapist, horticultural",None,Christian
31,Williams Glen,Heather,James,68,Head,Widowed,Female,Retired Counsellor,None,Christian
31,Williams Glen,Susan,James,30,Daughter,Single,Female,"Restaurant manager, fast food",None,None
32,Williams Glen,Melissa,O'Brien,57,Head,Married,Female,"Horticulturist, commercial",None,Christian
32,Williams Glen,Marc,O'Brien,59,Husband,Married,Male,Stage manager,None,None
33,Williams Glen,Ben,Curtis,37,Head,Single,Male,Building services engineer,None,Catholic
33,Williams Glen,Damian,Curtis,5,Son,NA,Male,Student,None,NA
34,Williams Glen,Kerry,Giles,33,Head,Divorced,Female,Aeronautical engineer,None,None
35,Williams Glen,Brenda,Brooks,44,Head,Divorced,Female,Training and development officer,None,Christian
35,Williams Glen,Marcus,Brooks,14,Son,NA,Male,Student,None,NA
35,Williams Glen,Mitchell,Brooks,11,Son,NA,Male,Student,None,NA
35,Williams Glen,Julian,Brooks,10,Son,NA,Male,Student,None,NA
36,Williams Glen,Sarah,Parker,40,Head,Married,Female,Plant breeder/geneticist,None,Christian
36,Williams Glen,Simon,Parker,42,Husband,Married,Male,"Programmer, systems",None,Christian
36,Williams Glen,Lynn,Parker,15,Daughter,NA,Female,Student,None,NA
37,Williams Glen,Hilary,Gardner,52,Head,Single,Female,Unemployed,None,Methodist
37,Williams Glen,Georgia,Gardner,9,Daughter,NA,Female,Student,None,NA
37,Williams Glen,Patricia,Gardner,5,Daughter,NA,Female,Student,None,NA
38,Williams Glen,Dawn,Morris,42,Head,Married,Female,Animal technologist,Deaf,Catholic
38,Williams Glen,Derek,Morris,47,Husband,Married,Male,"Nurse, mental health",None,Catholic
38,Williams Glen,Paige,Morris,12,Daughter,NA,Female,Student,None,NA
38,Williams Glen,Gerard,Morris,9,Son,NA,Male,Student,None,NA
39,Williams Glen,Alison,Mann,57,Head,Married,Female,Chartered accountant,None,None
39,Williams Glen,Martin,Mann,58,Husband,Married,Male,Environmental health practitioner,None,None
39,Williams Glen,Sam,Mann,22,Son,Divorced,Male,University Student,None,None
39,Williams Glen,Jennifer,Mann,18,Daughter,Single,Female,Student,None,None
39,Williams Glen,Connor,Mann,14,Son,NA,Male,Student,None,NA
40,Williams Glen,Russell,Allen,55,Head,Single,Male,"Civil engineer, consulting",None,Methodist
40,Williams Glen,Nicole,Williams,60,None,Single,Female,Music tutor,None,Methodist
40,Williams Glen,Rebecca,Wright,34,None,Single,Female,"Engineer, materials",None,None
40,Williams Glen,Eleanor,Smith,36,None,Single,Female,Passenger transport manager,None,Christian
40,Williams Glen,Clare,Smith,30,None,Single,Female,Restaurant manager,None,Christian
41,Williams Glen,Katherine,Glover,63,Head,Married,Female,"Buyer, retail",None,Christian
41,Williams Glen,John,Glover,64,Husband,Married,Male,Therapeutic radiographer,None,Christian
42,Williams Glen,Timothy,Bennett,25,Head,Single,Male,Science writer,None,None
43,Williams Glen,Stuart,Marshall,40,Head,Single,Male,Television/film/video producer,None,Christian
43,Williams Glen,Stacey,Bond,34,Partner,Single,Female,"Physicist, medical",None,Christian
44,Williams Glen,Anne,Chamberlain,61,Head,Married,Female,Geographical information systems officer,None,None
44,Williams Glen,Glenn,Chamberlain,62,Husband,Married,Male,Catering manager,None,None
45,Williams Glen,Jean,Marsh,25,Head,Single,Female,Risk analyst,None,None
45,Williams Glen,Joshua,Webb,55,None,Single,Male,Careers information officer,None,None
46,Williams Glen,Nicole,Walsh,39,Head,Divorced,Female,Unemployed,None,Catholic
46,Williams Glen,Suzanne,Walsh,16,Daughter,NA,Female,Student,None,NA
47,Williams Glen,Kelly,Birch,71,Head,Widowed,Female,Retired Industrial buyer,None,None
